-0.833333 -0.833333 2.714 
0.833333 -0.833333 2.714 
-0.833333 0.833333 2.714 
0.833333 0.833333 2.714 
-0.833333 2.714 0.833333 
0.833333 2.714 0.833333 
-0.833333 2.714 -0.833333 
0.833333 2.714 -0.833333 
-0.833333 0.833333 -2.714 
0.833333 0.833333 -2.714 
-0.833333 -0.833333 -2.714 
0.833333 -0.833333 -2.714 
-0.833333 -2.714 -0.833333 
0.833333 -2.714 -0.833333 
-0.833333 -2.714 0.833333 
0.833333 -2.714 0.833333 
2.714 -0.833333 -0.833333 
2.714 -0.833333 0.833333 
2.714 0.833333 -0.833333 
2.714 0.833333 0.833333 
-2.714 -0.833333 -0.833333 
-2.714 -0.833333 0.833333 
-2.714 0.833333 -0.833333 
-2.714 0.833333 0.833333 
1.47667 -2.23731 2.23731 
-0 -1.04818 2.79562 
-0 1.04818 2.79562 
-1.47667 2.23731 2.23731 
-0 2.79562 1.04818 
-0 2.79562 -1.04818 
1.47667 2.23731 -2.23731 
-0 1.04818 -2.79562 
-0 -1.04818 -2.79562 
-1.47667 -2.23731 -2.23731 
-0 -2.79562 -1.04818 
-0 -2.79562 1.04818 
-2.23731 -1.47667 2.23731 
-1.04818 -0 2.79562 
1.04818 -0 2.79562 
2.23731 1.47667 2.23731 
-1.04818 2.79562 0 
1.04818 2.79562 0 
-2.23731 1.47667 -2.23731 
-1.04818 0 -2.79562 
1.04818 0 -2.79562 
2.23731 -1.47667 -2.23731 
-1.04818 -2.79562 -0 
1.04818 -2.79562 -0 
2.79562 -1.04818 -0 
2.79562 1.04818 -0 
2.79562 -0 -1.04818 
2.79562 -0 1.04818 
-2.79562 -1.04818 -0 
-2.79562 1.04818 -0 
-2.79562 -0 -1.04818 
-2.79562 -0 1.04818 
-0 -0 4.37847 
-0 4.37847 0 
-0 0 -4.37847 
-0 -4.37847 -0 
4.37847 -0 -0 
-4.37847 -0 -0 
-1.73089 -2.21051 2.21051 
-1.25 -2.23958 2.23958 
1.97279 -2.15269 2.15269 
-1.97279 2.15269 2.15269 
1.25 2.23958 2.23958 
1.73089 2.21051 2.21051 
0.403646 2.77875 1.0026 
-1.73089 2.21051 -2.21051 
-1.25 2.23958 -2.23958 
1.97279 2.15269 -2.15269 
-1.97279 -2.15269 -2.15269 
1.25 -2.23958 -2.23958 
1.73089 -2.21051 -2.21051 
0.403646 -2.77875 -1.0026 
-0.403646 -2.77875 1.0026 
-2.15269 -1.97279 2.15269 
2.21051 -1.73089 2.21051 
2.23958 -1.25 2.23958 
1.0026 -0.403646 2.77875 
1.0026 0.403646 2.77875 
-2.23958 1.25 2.23958 
-2.21051 1.73089 2.21051 
2.15269 1.97279 2.15269 
-2.21051 2.21051 1.73089 
-2.23958 2.23958 1.25 
-0.723849 2.5884 1.29663 
0.774974 2.57654 1.31455 
2.21051 2.21051 1.73089 
-2.23958 2.23958 -1.25 
-1.0026 2.77875 0.403646 
1.0026 2.77875 0.403646 
1.0026 2.77875 -0.403646 
2.23958 2.23958 1.25 
-2.21051 2.21051 -1.73089 
-0.774974 2.57654 -1.31455 
0.723849 2.5884 -1.29663 
2.23958 2.23958 -1.25 
2.21051 2.21051 -1.73089 
-2.15269 1.97279 -2.15269 
2.21051 1.73089 -2.21051 
2.23958 1.25 -2.23958 
1.0026 0.403646 -2.77875 
1.0026 -0.403646 -2.77875 
-2.23958 -1.25 -2.23958 
-2.21051 -1.73089 -2.21051 
2.15269 -1.97279 -2.15269 
-2.21051 -2.21051 -1.73089 
-0.723849 -2.5884 -1.29663 
0.774974 -2.57654 -1.31455 
2.21051 -2.21051 -1.73089 
2.23958 -2.23958 -1.25 
-2.23958 -2.23958 -1.25 
-1.0026 -2.77875 -0.403646 
1.0026 -2.77875 -0.403646 
1.0026 -2.77875 0.403646 
2.23958 -2.23958 1.25 
-2.23958 -2.23958 1.25 
-2.21051 -2.21051 1.73089 
-0.774974 -2.57654 1.31455 
0.723849 -2.5884 1.29663 
2.21051 -2.21051 1.73089 
2.5884 -0.723849 -1.29663 
2.57654 -0.774974 1.31455 
2.57654 0.774974 -1.31455 
2.77875 1.0026 -0.403646 
2.77875 1.0026 0.403646 
2.5884 0.723849 1.29663 
2.77875 -0.403646 -1.0026 
2.77875 0.403646 -1.0026 
2.77875 -0.403646 1.0026 
-2.57654 -0.774974 -1.31455 
-2.5884 -0.723849 1.29663 
-2.5884 0.723849 -1.29663 
-2.57654 0.774974 1.31455 
-2.77875 -0.403646 1.0026 
-2.77875 0.403646 1.0026 
-0.662919 3.09424 0.662919 
-0.472165 3.90356 0.472165 
0.662919 3.09423 0.66292 
0.472165 3.90356 0.472166 
-0.235802 4.01377 0.584816 
0.086187 4.13955 0.532959 
0.662919 3.09423 -0.662919 
0.472165 3.90356 -0.472166 
0.532959 4.13955 0.0861869 
0.584816 4.01377 -0.235801 
-0.66292 3.09423 -0.662919 
-0.472166 3.90356 -0.472165 
-0.086187 4.13955 -0.532959 
0.235802 4.01377 -0.584816 
-0.584817 4.01377 0.235802 
-0.532959 4.13955 -0.0861869 
-0.662919 -0.662919 3.09424 
-0.472165 -0.472165 3.90356 
0.662919 -0.66292 3.09423 
0.472165 -0.472166 3.90356 
-0.235802 -0.584816 4.01377 
0.0861871 -0.532959 4.13955 
0.662919 0.66292 3.09423 
0.472166 0.472165 3.90356 
0.584816 -0.235802 4.01377 
0.532959 0.0861871 4.13955 
-0.66292 0.662919 3.09423 
-0.472165 0.472165 3.90356 
-0.0861871 0.532959 4.13955 
0.235802 0.584816 4.01377 
-0.532959 -0.0861871 4.13955 
-0.584816 0.235802 4.01377 
-3.09424 -0.662919 -0.662919 
-3.90356 -0.472165 -0.472165 
-3.09423 -0.66292 0.662919 
-3.90356 -0.472166 0.472165 
-4.13955 -0.532959 -0.0861869 
-4.01377 -0.584816 0.235801 
-3.09423 0.662919 0.662919 
-3.90356 0.472166 0.472166 
-4.01377 -0.235802 0.584816 
-4.13955 0.086187 0.532959 
-3.09423 0.662919 -0.66292 
-3.90356 0.472165 -0.472166 
-4.01377 0.584817 -0.235802 
-4.13955 0.532959 0.0861869 
-4.13955 -0.086187 -0.532959 
-4.01377 0.235802 -0.584816 
-0.662919 0.662919 -3.09424 
-0.472165 0.472165 -3.90356 
0.662919 0.66292 -3.09423 
0.472165 0.472166 -3.90356 
-0.235802 0.584816 -4.01377 
0.0861871 0.532959 -4.13955 
0.662919 -0.66292 -3.09423 
0.472166 -0.472165 -3.90356 
0.584816 0.235802 -4.01377 
0.532959 -0.0861871 -4.13955 
-0.66292 -0.662919 -3.09423 
-0.472165 -0.472165 -3.90356 
-0.0861871 -0.532959 -4.13955 
0.235802 -0.584816 -4.01377 
-0.532959 0.0861871 -4.13955 
-0.584816 -0.235802 -4.01377 
3.09423 -0.662919 -0.66292 
3.90356 -0.472165 -0.472165 
3.09423 -0.66292 0.662919 
3.90356 -0.472166 0.472165 
4.01377 -0.584817 -0.235802 
4.13955 -0.532959 0.0861869 
3.09423 0.662919 -0.66292 
3.90356 0.472165 -0.472166 
4.01377 -0.235802 -0.584816 
4.13955 0.086187 -0.532959 
3.09423 0.662919 0.662919 
3.90356 0.472165 0.472166 
4.13955 0.532959 -0.0861869 
4.01377 0.584816 0.235801 
4.13955 -0.086187 0.532959 
4.01377 0.235802 0.584816 
-0.662919 -3.09424 -0.662919 
-0.472165 -3.90356 -0.472165 
0.662919 -3.09423 -0.66292 
0.472165 -3.90356 -0.472166 
-0.235802 -4.01377 -0.584816 
0.086187 -4.13955 -0.532959 
0.662919 -3.09423 0.662919 
0.472165 -3.90356 0.472166 
0.532959 -4.13955 -0.0861869 
0.584816 -4.01377 0.235801 
-0.66292 -3.09423 0.662919 
-0.472166 -3.90356 0.472165 
-0.086187 -4.13955 0.532959 
0.235802 -4.01377 0.584816 
-0.584817 -4.01377 -0.235802 
-0.532959 -4.13955 0.0861869 
-1.87561 -1.87561 2.36659 
1.15218 -1.98658 2.39107 
-2.63502e-07 -1.33174 2.61144 
-1.1579 -1.98683 2.39071 
1.87561 -1.87561 2.36659 
-1.98683 -1.1579 2.39071 
-1.33174 2.63502e-07 2.61144 
-1.98658 1.15218 2.39107 
1.98658 -1.15218 2.39107 
1.98683 1.1579 2.39071 
1.33174 -2.63502e-07 2.61144 
-1.87561 1.87561 2.36659 
2.63502e-07 1.33174 2.61144 
1.15218 1.98658 2.39107 
-1.1579 1.98683 2.39071 
1.87561 1.87561 2.36659 
-1.87561 2.36659 1.87561 
0.121017 2.60673 1.33992 
-1.97917 2.39583 1.25 
-1.33174 2.61144 -1.29184e-06 
-1.29663 2.5884 -0.723849 
1.29663 2.5884 0.723849 
1.97917 2.39583 -1.25 
1.33174 2.61144 1.29184e-06 
-0.121017 2.60673 -1.33992 
1.87561 2.36659 -1.87561 
-1.87561 1.87561 -2.36659 
1.15218 1.98658 -2.39107 
-2.63502e-07 1.33174 -2.61144 
-1.1579 1.98683 -2.39071 
1.87561 1.87561 -2.36659 
-1.98683 1.1579 -2.39071 
-1.33174 -2.63502e-07 -2.61144 
-1.98658 -1.15218 -2.39107 
1.98658 1.15218 -2.39107 
1.98683 -1.1579 -2.39071 
1.33174 2.63502e-07 -2.61144 
-1.87561 -1.87561 -2.36659 
2.63502e-07 -1.33174 -2.61144 
1.15218 -1.98658 -2.39107 
-1.1579 -1.98683 -2.39071 
1.87561 -1.87561 -2.36659 
-1.87561 -2.36659 -1.87561 
0.121017 -2.60673 -1.33992 
-1.29663 -2.5884 -0.723849 
-1.33174 -2.61144 1.29184e-06 
-1.97917 -2.39583 1.25 
1.97917 -2.39583 -1.25 
1.29663 -2.5884 0.723849 
1.33174 -2.61144 -1.29184e-06 
-0.121017 -2.60673 1.33992 
1.87561 -2.36659 1.87561 
